[211.73543263]
[216.17703862]
[226.2614063]
[214.12357549]
[231.22019735]
[209.41474412]
[222.36527962]
[222.98043929]
[214.6659908]
[239.65280177]
[228.52158551]
[218.66169608]
[213.79646533]
[207.51322059]
[236.13705187]
