[4144.05258198]
[5169.90478646]
[6036.71886759]
[4272.81072269]
[5531.00818329]
[3642.08425429]
[5647.00534825]
[5162.48114337]
[5849.57619178]
[4883.35921103]
[5631.06080723]
[4934.31060914]
[5113.50372453]
[5928.58709144]
[6118.81783659]
