,BaseABC,BaseBMO,AdaptiveBOA,BaseEPO,BaseHHO,LevyNMR,IPFA,BasePSO,ImprovedSFO,BaseSOA,BaoWOA
150,345375273786713.9,146973474782998.3,24509201.70808956,2768531718784725.0,3047.941918203933,41976.264520820114,314362.6234607906,137433480.05917865,5970.082331020632,680591.6955686407,3520.0956009332717
151,345355551157171.4,146973474782998.3,24502239.57644745,2768531718784725.0,3047.941918203933,41976.264520820114,314362.6234607906,137252694.57174245,5970.082331020632,680591.6955686407,3520.0956009332717
152,344417376154498.44,146973474782998.3,24495398.801720813,2768531718784725.0,3047.941918203933,41976.264520820114,314362.6234607906,137177491.01838022,5970.082331020632,680591.6955686407,3520.087373689566
153,344398782964428.94,146973474782998.3,24490779.4928375,2768531718784725.0,3047.941918203933,41976.225542304586,314362.6234607906,136893590.7829498,5970.082331020632,680591.6955686407,3520.085682120337
154,344048003689089.6,146973474782998.3,24486780.52001831,2768531718784725.0,3047.941918203933,41976.225542304586,314362.6234607906,136825368.0731352,5970.082331020632,680591.6955686407,3520.085682120337
155,343257906123199.1,146973474782998.3,24481006.199623108,2768531718784725.0,3047.941918203933,41976.225542304586,314362.6234607906,136685254.01627785,5970.082331020632,680591.6955686407,3520.085682120337
156,343117807783903.75,146973474782998.3,24480624.897346348,2768531718784725.0,3047.941918203933,41976.225542304586,314362.6234607906,136543004.03125674,5970.082331020632,680591.6955686407,3520.085682120337
157,327978158763252.1,146973474782998.3,24477666.50543413,2768531718784725.0,3047.0573565429945,41976.225542304586,314362.6234607906,136411660.65586245,5970.082331020632,680591.6955686407,3520.085682120337
158,327953851825525.0,146973474782998.3,24473453.15408738,2768531718784725.0,3047.0573565429945,41976.225490574616,314362.6234607906,136165298.90205106,5970.082331020632,680591.6955686407,3520.085682120337
159,313151021714502.5,146973474782998.3,24472862.458244123,2768531718784725.0,3045.23658147671,41206.19820975911,314362.6234607906,135951567.7492393,5970.082331020632,680591.6955686407,3520.0856416981774
160,313135749561438.6,146973474782998.3,24470748.843341045,2768531718784725.0,3045.23658147671,40874.245487687804,314362.6234607906,135578746.238026,5970.082331020632,680591.6955686407,3520.0856416981774
161,312605120099605.5,146973474782998.3,24466852.380584978,2768531718784725.0,3045.23658147671,40869.96849083083,314362.6234607906,135363262.567469,5970.082331020632,680591.6955686407,3520.056915992552
162,312581727746317.75,146973474782998.3,24463939.74272003,2768531718784725.0,3045.23658147671,39148.21459495295,314362.6234607906,135064604.38656425,5970.082331020632,680591.6955686407,3520.028408938476
163,311982505697992.4,146973474782998.3,24459876.356865756,2768531718784725.0,3045.23658147671,32431.05040057361,314362.6234607906,134694010.06832668,5970.082331020632,680591.6955686407,3520.006951288007
164,311245885254310.94,146973474782998.3,24458450.218298502,2768531718784725.0,3045.23658147671,31878.196920036564,314362.6234607906,134257815.3286166,5970.082331020632,680591.6955686407,3519.9625303102434
165,310835540221864.44,146973474782998.3,24454809.60656554,2768531718784725.0,3044.9912083636646,31755.28536868526,314362.6234607906,133750383.73129947,5970.082331020632,680591.6955686407,3519.9395722606137
166,310834710142748.3,146973474782998.3,24451417.504982978,2768531718784725.0,3044.9912083636646,31694.125012600285,314362.6234607906,133198641.3169586,5970.082331020632,680591.6955686407,3519.936496574435
167,310551934428142.1,146973474782998.3,24449052.526338127,2768531718784725.0,3044.9912083636646,31669.51883623564,314362.6234607906,132542501.20984823,5970.082331020632,680591.6955686407,3519.936496574435
168,308852224237691.6,146973474782998.3,24446815.178403072,2768531718784725.0,3044.9912083636646,31637.7001139568,314362.6234607906,132116224.20012715,5970.082331020632,680591.6955686407,3519.9364651023234
169,308840209097472.44,146973474782998.3,24444043.723815393,2768531718784725.0,3044.9912083636646,31634.20612562939,314362.6234607906,131611622.58597553,5970.082331020632,680591.6955686407,3519.9364651023234
170,308828410807954.3,146973474782998.3,24443366.672208257,2768531718784725.0,3044.9912083636646,31627.501131064906,314362.6234607906,131312406.72182195,5970.082331020632,680591.6955686407,3519.9364651023234
171,308814491393854.06,146973474782998.3,24442003.343626175,2768531718784725.0,3044.9912083636646,31627.31375284953,314362.6234607906,130918531.25973381,5970.082331020632,670045.9655002005,3519.9364651023234
172,308767989292431.3,146973474782998.3,24439787.159023028,2768531718784725.0,3044.9912083636646,31627.18071604553,314362.6234607906,130833088.20623428,5970.082331020632,611710.7172473898,3519.9364651023234
173,308717907525286.06,146973474782998.3,24439787.159023028,2768531718784725.0,3044.9912083636646,31627.134685063433,314362.6234607906,130650838.74834543,5970.082331020632,611710.7172473898,3519.9364651023234
174,308651735240827.8,146973474782998.3,24439205.523256823,2768531718784725.0,3044.9912083636646,31621.461310115883,314362.6234607906,130457874.3935784,5970.082331020632,611710.7172473898,3519.9364651023234
175,306831162647060.1,146973474782998.3,24439205.523256823,2768531718784725.0,3044.9912083636646,31621.461310115883,314362.6234607906,130209851.23271671,5970.082331020632,611710.7172473898,3519.9364651023234
176,306816697045254.9,146973474782998.3,24437131.76219364,2768531718784725.0,3044.9912083636646,31621.461310115883,314362.6234607906,130136438.90455514,5970.082331020632,611710.7172473898,3519.9364651023234
177,301953147739807.06,146973474782998.3,24436434.82911145,2768531718784725.0,3044.9912083636646,31621.461310115883,314362.6234607906,129978276.5981015,5970.082331020632,611710.7172473898,3519.9364651023234
178,301937113524235.56,146973474782998.3,24434512.319496043,2768531718784725.0,3044.9912083636646,31621.461310115883,314362.6234607906,129789206.51643914,5970.082331020632,611710.7172473898,3519.9364651023234
179,301931349281575.5,146973474782998.3,24433390.89769726,2768531718784725.0,3044.9912083636646,31619.066769993693,314362.6234607906,129622727.75405888,5970.082331020632,611710.7172473898,3519.9364651023234
180,301347185438278.94,146973474782998.3,24431640.25015559,2768531718784725.0,3044.9912083636646,31619.066769993693,314362.6234607906,129027567.11485882,5970.082331020632,611710.7172473898,3519.9364651023234
181,301342969061443.1,146973474782998.3,24430470.86982031,2768531718784725.0,3044.9912083636646,31619.066769993693,314362.6234607906,128842993.71613637,5970.082331020632,611710.7172473898,3519.9364651023234
182,301149464397521.75,146973474782998.3,24430310.975764427,2768531718784725.0,3042.7485027066887,31501.086615985507,314362.6234607906,128553168.16788758,5970.082331020632,611710.7172473898,3519.9364651023234
183,301034208246629.75,146973474782998.3,24429305.44582876,2768531718784725.0,3042.7485027066887,31392.40410601679,314362.6234607906,128412806.74386284,5970.082331020632,611710.7172473898,3519.9364651023234
184,301017529226648.5,146973474782998.3,24428068.132941462,2768531718784725.0,3042.7485027066887,31388.6541490328,314362.6234607906,128151625.40682876,5970.082331020632,611710.7172473898,3519.9364651023234
185,301003482682908.3,146973474782998.3,24427264.265476618,2768531718784725.0,3042.7485027066887,31380.203983614225,314362.6234607906,127985646.84949094,5970.082331020632,611710.7172473898,3519.9364651023234
186,300988033402785.25,146973474782998.3,24426124.71981598,2768531718784725.0,3042.7485027066887,31378.83448744777,314362.6234607906,127740459.9259865,5970.082331020632,611710.7172473898,3519.9364651023234
187,300823634146608.1,146973474782998.3,24424841.19234051,2768531718784725.0,3042.7485027066887,31378.83448744777,314362.6234607906,127600783.78674863,5970.082331020632,611710.7172473898,3519.9364651023234
188,300816295382662.1,146973474782998.3,24423705.777398672,2768531718784725.0,3042.7485027066887,31378.83448744777,314362.6234607906,127424302.26402396,5970.082331020632,611710.7172473898,3519.9364651023234
189,300339835112351.94,146973474782998.3,24422628.333313853,2768531718784725.0,3042.7485027066887,31377.409487243993,314362.6234607906,127242050.09695974,5970.082331020632,611710.7172473898,3519.9364651023234
190,300330046878153.5,146973474782998.3,24421683.969440863,2768531718784725.0,3042.7485027066887,31377.28011004922,314362.6234607906,127057062.45828493,5970.082331020632,611710.7172473898,3519.9364651023234
191,300308466755095.7,146973474782998.3,24421084.94828895,2768531718784725.0,3042.7485027066887,31377.201880481236,314362.6234607906,126890068.20719683,5970.082331020632,611710.7172473898,3519.9364651023234
192,300198789395177.6,146973474782998.3,24420028.6542408,2768531718784725.0,3042.7485027066887,31377.201011815392,314362.6234607906,126682031.44814283,5970.082331020632,611710.7172473898,3519.9364651023234
193,300189250821915.56,146973474782998.3,24419107.568263456,2768531718784725.0,3042.7485027066887,31094.180782780753,314362.6234607906,126250813.01475415,5970.082331020632,611710.7172473898,3519.9364651023234
194,300185252991264.4,146973474782998.3,24418127.995801516,2768531718784725.0,3042.7485027066887,30991.413942994124,314362.6234607906,126068434.28484699,5970.082331020632,611710.7172473898,3519.9364651023234
195,300125987984685.25,146973474782998.3,24417283.385972172,2768531718784725.0,3042.7485027066887,30990.127491046376,314362.6234607906,125859558.20272401,5970.082331020632,611710.7172473898,3519.9364651023234
196,300114769818945.75,146973474782998.3,24417283.385972172,2768531718784725.0,3042.7485027066887,30988.703786336515,314362.6234607906,125807229.60016498,5970.082331020632,611710.7172473898,3519.9364651023234
197,294419320890997.3,146973474782998.3,24417200.47893266,2768531718784725.0,3042.7485027066887,30863.816926011335,314362.6234607906,125773315.51880193,5970.082331020632,611710.7172473898,3519.9364651023234
198,294261388971740.0,146973474782998.3,24417079.672149442,2768531718784725.0,3042.7485027066887,28123.791440784036,314362.6234607906,125672982.55025856,5970.082331020632,611710.7172473898,3519.9364651023234
199,294259203973142.75,146973474782998.3,24416395.289150327,2768531718784725.0,3042.7485027066887,27898.57155028833,314362.6234607906,125588553.4333092,5970.082331020632,611710.7172473898,3519.9364651023234
200,294248675709735.8,146973474782998.3,24416349.78079427,2768531718784725.0,3042.7485027066887,27812.7645069892,314362.6234607906,125442631.2014643,5970.082331020632,611710.7172473898,3519.9364651023234
201,294239088620757.4,146973474782998.3,24415951.280894917,2768531718784725.0,3042.7485027066887,27713.272887922772,314362.6234607906,125304270.7302815,5970.082331020632,611710.7172473898,3519.9364651023234
202,294227590590014.7,146973474782998.3,24415309.42108468,2768531718784725.0,3042.7485027066887,27623.907084550094,314362.6234607906,125129393.44720274,5970.082331020632,611710.7172473898,3519.9364336274257
203,294218007281319.9,146973474782998.3,24414656.59078099,2768531718784725.0,3042.7485027066887,27623.907084550094,314362.6234607906,124812856.54828417,5970.082331020632,611710.7172473898,3519.9364336274257
204,293482491029470.5,146973474782998.3,24414032.987529315,2768531718784725.0,3042.7485027066887,27597.24809218965,314362.6234607906,124636906.04242423,5970.082331020632,611349.2233600256,3519.9364336274257
205,293471629761594.4,146973474782998.3,24413518.749148577,2768531718784725.0,3042.7485027066887,27595.227566212427,314362.6234607906,124307561.63644424,5970.082331020632,611349.2233600256,3519.9364336274257
206,293150869182828.25,146973474782998.3,24412948.847376533,2768531718784725.0,3042.7485027066887,27590.797248457286,314362.6234607906,124006954.41427249,5970.082331020632,611349.2233600256,3519.9364336274257
207,292798196226594.75,146973474782998.3,24412704.197444618,2768531718784725.0,3042.7485027066887,27590.797248457286,314362.6234607906,123723415.26177053,5970.082331020632,611349.2233600256,3519.9364336274257
208,292795363995359.75,146973474782998.3,24412704.197444618,2768531718784725.0,3042.7485027066887,27590.733922102878,314362.6234607906,123370379.73402959,5970.082331020632,611349.2233600256,3519.9364336274257
209,292788758891420.4,146973474782998.3,24412369.884654615,2768531718784725.0,3042.7485027066887,27590.72245247148,314362.6234607906,123104648.54545106,5970.082331020632,611349.2233600256,3519.9364336274257
210,292538046837762.5,146973474782998.3,24412119.68268978,2768531718784725.0,3042.0336280897204,26252.412411808265,314362.6234607906,122700749.14254983,5970.082331020632,611349.2233600256,3519.9364336274257
211,288665857651819.9,146973474782998.3,24411825.024948537,2768531718784725.0,3042.0336280897204,24914.64813932666,314362.6234607906,122374732.13522287,5970.082331020632,611349.2233600256,3519.9364336274257
212,288360756424550.56,146973474782998.3,24411389.405679308,2768531718784725.0,3042.0336280897204,24749.86234024072,314362.6234607906,122124560.84217799,5970.082331020632,611349.2233600256,3519.9364336274257
213,288320492662410.3,146973474782998.3,24411307.376221705,2768531718784725.0,3042.0336280897204,24707.266495545857,314362.6234607906,121909548.54069588,5970.082331020632,611349.2233600256,3519.9364336274257
214,288314677065603.75,146973474782998.3,24410907.706779696,2768531718784725.0,3042.0336280897204,24707.266495545857,314362.6234607906,121720741.88283578,5970.082331020632,611349.2233600256,3519.9364336274257
215,288087059640110.25,146973474782998.3,24410562.11810474,2768531718784725.0,3042.0336280897204,24707.266495545857,314362.6234607906,121683919.35900709,5970.082331020632,611349.2233600256,3519.9364336274257
216,288080663777517.44,146973474782998.3,24410215.51625725,2768531718784725.0,3042.0336280897204,24707.266495545857,314362.6234607906,121656179.91705334,5970.082331020632,611349.2233600256,3519.936211235922
217,287905037921687.3,146973474782998.3,24409894.795925643,2768531718784725.0,3042.0336280897204,24707.266495545857,314362.6234607906,121594026.07939193,5970.082331020632,611349.2233600256,3519.936211235922
218,287897294790867.1,146973474782998.3,24409673.119512986,2768531718784725.0,3042.0336280897204,24707.266495545857,314362.6234607906,121523383.13254234,5970.082331020632,611349.2233600256,3519.936211235922
219,287839213261679.1,146973474782998.3,24409449.78775218,2768531718784725.0,3042.0336280897204,24707.266495545857,314362.6234607906,121457989.51628226,5970.082331020632,611349.2233600256,3519.936211235922
220,287740466016294.2,146973474782998.3,24409183.129340168,2768531718784725.0,3042.0336280897204,24707.266495545857,314362.6234607906,121410778.72159617,5970.082331020632,611349.2233600256,3519.936211235922
221,287738313255811.0,146973474782998.3,24409002.945752986,2768531718784725.0,3042.0336280897204,24707.266495545857,314362.6234607906,121367328.22512946,5970.082331020632,611349.2233600256,3519.936211235922
222,287731315636796.4,146973474782998.3,24408918.033830136,2768531718784725.0,3042.0336280897204,24707.266495545857,314362.6234607906,121332883.32826844,5970.082331020632,610996.3262469464,3519.936211235922
223,287598458763429.06,146973474782998.3,24408671.84014996,2768531718784725.0,3042.0336280897204,24707.266495545857,314362.6234607906,121309605.32342447,5970.082331020632,610996.3262469464,3519.936211235922
224,287550465438693.56,146973474782998.3,24408534.454246543,2768531718784725.0,3042.0336280897204,24707.266495545857,314362.6234607906,121288337.66853361,5970.082331020632,610996.3262469464,3519.936211235922
225,287546244422657.5,146973474782998.3,24408426.07076212,2768531718784725.0,3042.0336280897204,24707.266495545857,314362.6234607906,121275485.9061041,5970.082331020632,610996.3262469464,3519.936211235922
226,287538370591373.6,146973474782998.3,24408327.137225855,2768531718784725.0,3042.0336280897204,24707.266495545857,314362.6234607906,121252304.60454983,5970.082331020632,610996.3262469464,3519.936211235922
227,282851290196276.8,146973474782998.3,24408128.109824155,2768531718784725.0,3042.0336280897204,24707.266495545857,314362.6234607906,121228388.40671885,5970.082331020632,610996.3262469464,3519.936211235922
228,282695634494682.7,146973474782998.3,24407930.267630152,2768531718784725.0,3042.0336280897204,24707.266495545857,314362.6234607906,121196577.8246421,5970.082331020632,610996.3262469464,3519.936211235922
229,282600170874678.8,146973474782998.3,24407819.01916537,2768531718784725.0,3039.6165893092266,24707.266495545857,314362.6234607906,121166950.90837385,5970.082331020632,610996.3262469464,3519.936211235922
230,282518485576749.06,146973474782998.3,24407630.890959065,2768531718784725.0,3039.6165893092266,24707.266495545857,314362.6234607906,121133881.10949737,5970.082331020632,610996.3262469464,3519.936211235922
231,282259039640140.1,146973474782998.3,24407458.18942362,2768531718784725.0,3039.391642624031,24707.266495545857,314362.6234607906,121101723.82678542,5970.082331020632,610996.3262469464,3519.936211235922
232,281970416074826.8,146973474782998.3,24407356.066715807,2768531718784725.0,3039.391642624031,24707.266495545857,314362.6234607906,121049106.37309057,5970.082331020632,610076.7478948946,3519.936211235922
233,281966965768900.8,146973474782998.3,24407208.921454575,2768531718784725.0,3039.391642624031,24707.266495545857,314362.6234607906,121008970.72729942,5970.082331020632,610076.7478948946,3519.936211235922
234,281886619975495.94,146973474782998.3,24407105.45141916,2768531718784725.0,3039.391642624031,24707.266495545857,314362.6234607906,120957521.8960701,5970.082331020632,610076.7478948946,3519.936211235922
235,281738690567558.6,146973474782998.3,24407085.71509071,2768531718784725.0,3039.391642624031,24707.266495545857,314362.6234607906,120901974.33981115,5970.082331020632,610076.7478948946,3519.936211235922
236,281734812652565.06,146973474782998.3,24407022.76489672,2768531718784725.0,3039.391642624031,24707.266495545857,314362.6234607906,120838114.76070365,5970.082331020632,610076.7478948946,3519.936211235922
237,281729404512495.75,146973474782998.3,24406936.67532743,2768531718784725.0,3039.391642624031,24541.06736998717,314362.6234607906,120786553.16205713,5970.082331020632,610076.7478948946,3519.9362104125166
238,281723734637423.75,146973474782998.3,24406842.36154069,2768531718784725.0,3039.391642624031,24383.9963219432,314362.6234607906,120738324.99543324,5970.082331020632,610076.7478948946,3519.9362104125166
239,281566594105716.1,146973474782998.3,24406818.95777193,2768531718784725.0,3039.391642624031,24152.465543266604,314362.6234607906,120723708.8897649,5970.082331020632,610076.7478948946,3519.9362104125166
240,281562408962635.94,146973474782998.3,24406753.817553543,2768531718784725.0,3039.391642624031,24122.193381809186,314362.6234607906,120717509.81961493,5970.082331020632,610076.7478948946,3519.9362104125166
241,281522195399925.7,146973474782998.3,24406703.471997708,2768531718784725.0,3039.144380915303,24121.888545926024,314362.6234607906,120713042.12863794,5970.082331020632,610076.7478948946,3519.9362104125166
242,281488203241887.94,146973474782998.3,24406644.607024748,2768531718784725.0,3039.144380915303,24118.00221123245,314362.6234607906,120701923.78395265,5970.082331020632,610076.7478948946,3519.9362104125166
243,281430838121801.56,146973474782998.3,24406629.69821584,2768531718784725.0,3039.144380915303,24117.524731312227,314362.6234607906,120698180.51230924,5970.082331020632,610076.7478948946,3519.9362104125166
244,281425048591634.38,146973474782998.3,24406531.648975827,2768531718784725.0,3039.144380915303,24116.84412031641,314362.6234607906,120696745.38846341,5970.082331020632,610076.7478948946,3519.9362104125166
245,281420086979904.44,146973474782998.3,24406522.84675812,2768531718784725.0,3039.144380915303,24116.84412031641,314362.6234607906,120694898.01715094,5970.082331020632,610076.7478948946,3519.9362104125166
246,281417344338256.7,146973474782998.3,24406445.405546222,2768531718784725.0,3039.144380915303,24116.32887981474,314362.6234607906,120693703.95620273,5970.082331020632,610076.7478948946,3519.9362104125166
247,280885762360274.5,146973474782998.3,24406445.405546222,2768531718784725.0,3039.144380915303,24115.516803066374,241066.54195431145,120692076.04783471,5970.082331020632,610076.7478948946,3519.9362104125166
248,280854847452348.25,146973474782998.3,24406399.38742541,2768531718784725.0,3039.144380915303,24114.849575074346,224532.4273944595,120690377.61256811,5970.082331020632,610076.7478948946,3519.9362104125166
249,279709972863313.03,146973474782998.3,24406373.51839315,2768531718784725.0,3039.144380915303,24114.460315047545,224532.4273944595,120688136.55405784,5970.082331020632,610076.7478948946,3519.9362104125166
250,279707359437898.16,146973474782998.3,24406373.51839315,2768531718784725.0,3039.144380915303,24114.37699250539,224532.4273944595,120685933.14304338,5970.082331020632,610076.7478948946,3519.9362104125166
251,279704771460876.47,146973474782998.3,24406302.63562177,2768531718784725.0,3039.144380915303,24114.37699250539,224532.4273944595,120681897.7549608,5970.082331020632,610076.7478948946,3519.9362104125166
252,279621242335638.34,146973474782998.3,24406236.741953418,2768531718784725.0,3039.144380915303,24114.34400399603,224532.4273944595,120678598.18820466,5970.082331020632,610076.7478948946,3519.9362104125166
253,279618895435041.28,146973474782998.3,24406188.21151463,2768531718784725.0,3039.144380915303,24114.32497964161,224532.4273944595,120675972.85640278,5970.082331020632,610076.7478948946,3519.9362104125166
254,279615425241429.0,146973474782998.3,24406182.841846794,2768531718784725.0,3039.144380915303,24114.324930269628,224532.4273944595,120671937.7095793,5970.082331020632,610076.7478948946,3519.9362104125166
255,279610587990061.25,146973474782998.3,24406157.5708877,2768531718784725.0,3039.144380915303,24114.32013289357,224532.4273944595,120669798.15952608,5970.082331020632,610076.7478948946,3519.9362104125166
256,279058230462867.28,146973474782998.3,24406117.249564577,2768531718784725.0,3037.595655099668,24114.320035290777,224532.4273944595,120667334.23877071,5970.082331020632,610076.7478948946,3519.9362104125166
257,279056834719075.28,146973474782998.3,24406069.67783963,2768531718784725.0,3037.595655099668,24114.3200328193,224532.4273944595,120666454.4683065,5970.082331020632,610076.7478948946,3519.9362104125166
258,279053945547958.97,146973474782998.3,24406045.650875814,2768531718784725.0,3037.595655099668,24114.3200328193,224532.4273944595,120665972.72456777,5970.082331020632,610076.7478948946,3519.9362104125166
259,279050840091767.78,146973474782998.3,24405997.918096248,2768531718784725.0,3037.543229695885,24114.304355027227,224532.4273944595,120665767.68309295,5970.082331020632,610076.7478948946,3519.9362104125166
260,279046440641982.28,146973474782998.3,24405950.72217027,2768531718784725.0,3037.543229695885,24114.304355027227,224532.4273944595,120665413.32409367,5970.082331020632,610076.7478948946,3519.9362104125166
261,278828154232573.84,146973474782998.3,24405904.345834397,2768531718784725.0,3037.543229695885,24114.304355027227,224532.4273944595,120664945.90579188,5970.082331020632,610076.7478948946,3519.9362104125166
262,278824888428915.25,146973474782998.3,24405877.513525866,2768531718784725.0,3037.543229695885,24114.3041803878,224532.4273944595,120664415.52129853,5970.082331020632,610076.7478948946,3519.9362104125166
263,278696049974185.0,146973474782998.3,24405866.03803618,2768531718784725.0,3037.543229695885,24114.3041803878,224532.4273944595,120663813.75204082,5970.082331020632,610076.7478948946,3519.9362104125166
264,278693022360357.03,146973474782998.3,24405840.578992765,2768531718784725.0,3037.543229695885,24114.3041803878,224532.4273944595,120663087.89049998,5970.082331020632,610076.7478948946,3519.9362104125166
265,278586838380605.78,146973474782998.3,24405840.578992765,2768531718784725.0,3037.543229695885,24114.3041803878,224532.4273944595,120662437.41445918,5970.082331020632,610076.7478948946,3519.9362104125166
266,278498898001709.53,146973474782998.3,24405823.718735162,2768531718784725.0,3037.543229695885,24114.3041803878,224532.4273944595,120661511.64191663,5970.082331020632,610076.7478948946,3519.9362104125166
267,278495765410997.06,146973474782998.3,24405789.048452236,2768531718784725.0,3037.543229695885,24114.3041803878,224532.4273944595,120660190.03216557,5970.082331020632,610076.7478948946,3519.9362104125166
268,275900795189455.75,146973474782998.3,24405757.930897135,2768531718784725.0,3037.543229695885,24114.3041803878,224532.4273944595,120659398.94041982,5970.082331020632,610076.7478948946,3519.9362104125166
269,275896906537440.9,146973474782998.3,24405730.67926049,2768531718784725.0,3037.543229695885,24114.3041803878,224532.4273944595,120658089.62518658,5970.082331020632,610076.7478948946,3519.9362104125166
270,275894668470219.3,146973474782998.3,24405700.93854149,2768531718784725.0,3037.543229695885,24114.3041803878,224532.4273944595,120656776.69223474,5970.082331020632,610076.7478948946,3519.9362104125166
271,275890045380362.53,146973474782998.3,24405677.819745865,2768531718784725.0,3037.3561520618405,24114.3041803878,224532.4273944595,120655185.39333051,5970.082331020632,610076.7478948946,3519.9362104125166
272,275887377863255.7,146973474782998.3,24405652.892608695,2768531718784725.0,3037.3561520618405,24114.3041803878,224532.4273944595,120653790.70745026,5970.082331020632,610076.7478948946,3519.9361938895063
273,275787782418774.12,146973474782998.3,24405626.626110695,2768531718784725.0,3036.3443717158952,24114.3041803878,224532.4273944595,120652417.4965125,5970.082331020632,610076.7478948946,3519.9361938895063
274,275785068634784.6,146973474782998.3,24405600.800494764,2768531718784725.0,3036.3443717158952,24114.3041803878,224532.4273944595,120651163.76824799,5970.082331020632,610076.7478948946,3519.9361938895063
275,275783226173263.12,146973474782998.3,24405589.909215815,2768531718784725.0,3036.3443717158952,24114.3041803878,224532.4273944595,120649528.69277139,5970.082331020632,610076.7478948946,3519.9361938895063
276,275602357126379.0,146973474782998.3,24405569.51585088,2768531718784725.0,3036.3443717158952,24114.3041803878,224532.4273944595,120648201.55923618,5970.082331020632,610076.7478948946,3519.9361938895063
277,275599998587714.97,146973474782998.3,24405546.977994718,2768531718784725.0,3036.3443717158952,24114.3041803878,224532.4273944595,120646595.91618109,5970.082331020632,610076.7478948946,3519.9361938895063
278,275598993369680.25,146973474782998.3,24405539.848874647,2768531718784725.0,3036.3443717158952,24114.3041803878,224532.4273944595,120644919.43764961,5970.082331020632,610076.7478948946,3519.9361938895063
279,275595425979809.62,146973474782998.3,24405527.419091888,2768531718784725.0,3036.3443717158952,24114.3041803878,224532.4273944595,120643543.77520749,5970.082331020632,610076.7478948946,3519.9361938895063
280,275593210193237.16,146973474782998.3,24405523.97091505,2768531718784725.0,3036.3443717158952,24114.3041803878,224532.4273944595,120642598.50192976,5970.082331020632,610076.7478948946,3519.9361938895063
281,274990410605646.72,146973474782998.3,24405512.312375113,2768531718784725.0,3036.1125125235935,24114.3041803878,224532.4273944595,120641478.04229371,5970.082331020632,610076.7478948946,3519.9361938895063
282,274988293398961.72,146973474782998.3,24405505.168663323,2768531718784725.0,3036.1125125235935,24114.304180387797,224532.4273944595,120639640.83433487,5970.082331020632,610076.7478948946,3519.9361938895063
283,274918834164711.25,146973474782998.3,24405490.789296817,2768531718784725.0,3036.1125125235935,24114.304180387793,224532.4273944595,120638211.93599613,5970.082331020632,610076.7478948946,3519.936190754982
284,274916002112144.44,146973474782998.3,24405480.186582293,2768531718784725.0,3036.1125125235935,24114.304180387793,224532.4273944595,120636572.17079681,5970.082331020632,610076.7478948946,3519.936190754982
285,274913977653577.6,146973474782998.3,24405471.728888653,2768531718784725.0,3033.664425841437,24114.304180387793,224532.4273944595,120635308.13798228,5970.082331020632,610076.7478948946,3519.936190754982
286,274911787754197.97,146973474782998.3,24405457.275954396,2768531718784725.0,3032.0798614929186,24114.304180387793,224532.4273944595,120633924.31463641,5970.082331020632,610076.7478948946,3519.936190754982
287,274909568841889.66,146973474782998.3,24405453.17964977,2768531718784725.0,3031.7977079090006,24114.304180387793,224532.4273944595,120632559.04986614,5970.082331020632,610076.7478948946,3519.936190754982
288,274902623105841.7,146973474782998.3,24405444.67982648,2768531718784725.0,3031.062983223393,24114.304180387793,224532.4273944595,120631570.06852926,5970.082331020632,610076.7478948946,3519.936190754982
289,274900241118840.28,146973474782998.3,24405440.268862,2768531718784725.0,3031.062983223393,24114.304180387793,224532.4273944595,120630886.40928254,5970.082331020632,610076.7478948946,3519.936190754982
290,274899269438437.66,146973474782998.3,24405431.53028362,2768531718784725.0,3031.062983223393,24114.304180387793,224532.4273944595,120630445.98221603,5970.082331020632,610076.7478948946,3519.936190754982
291,274896880270983.3,146973474782998.3,24405427.65585234,2768531718784725.0,3030.637349490739,24114.304180387793,224532.4273944595,120630190.82912233,5970.082331020632,610076.7478948946,3519.936190754982
292,274895764501721.06,146973474782998.3,24405425.611375462,2768531718784725.0,3030.637349490739,24114.304180387793,224532.4273944595,120630072.35162377,5970.082331020632,610076.7478948946,3519.936190754982
293,274894487687457.66,146973474782998.3,24405425.611375462,2768531718784725.0,3030.637349490739,24114.304180387793,224532.4273944595,120629868.81834933,5970.082331020632,610076.7478948946,3519.936190754982
294,274833468533570.84,146973474782998.3,24405416.936530236,2768531718784725.0,3030.637349490739,24114.304180387793,224532.4273944595,120629622.84387937,5970.082331020632,610076.7478948946,3519.936190754982
295,274832419043400.94,146973474782998.3,24405407.519810177,2768531718784725.0,3030.075929416287,24114.304180387793,224532.4273944595,120629366.30591701,5970.082331020632,610076.7478948946,3519.936190754982
296,274827760122570.5,146973474782998.3,24405398.48742697,2768531718784725.0,3030.075929416287,24114.304180387793,224532.4273944595,120629151.24490544,5970.082331020632,610076.7478948946,3519.936190754982
297,274826536839813.25,146973474782998.3,24405391.223677076,2768531718784725.0,3030.075929416287,24114.304180387793,224532.4273944595,120628878.84096041,5970.082331020632,610076.7478948946,3519.936190754982
298,274824454331461.22,146973474782998.3,24405390.223501127,2768531718784725.0,3030.075929416287,24114.304180387793,224532.4273944595,120628540.52832064,5970.082331020632,610076.7478948946,3519.936190754982
299,274784581095220.88,146973474782998.3,24405384.197649654,2768531718784725.0,3030.075929416287,24114.304180387793,224532.4273944595,120628200.10442998,5970.082331020632,610076.7478948946,3519.936190754982
