[25174572229897.715, 25174572229897.715]
[25174572229897.715, 25174572229897.715]
[25174572229897.715, 25174572229897.715]
[21381570541623.234, 21381570541623.234]
[17085271979149.854, 17085271979149.854]
[15954973626829.297, 15954973626829.297]
[13910240498287.078, 13910240498287.078]
[13342913176748.082, 13342913176748.082]
[10259467942638.488, 10259467942638.488]
[9405470382044.148, 9405470382044.148]
[9284487441664.094, 9284487441664.094]
[9134356047807.748, 9134356047807.748]
[9085152593216.688, 9085152593216.688]
[8085792612717.477, 8085792612717.477]
[7455099885006.663, 7455099885006.663]
[7291729162579.319, 7291729162579.319]
[7022983328131.207, 7022983328131.207]
[6949238932119.857, 6949238932119.857]
[6948114804682.26, 6948114804682.26]
[6898040596907.985, 6898040596907.985]
[6211357203803.004, 6211357203803.004]
[5601456989513.5625, 5601456989513.5625]
[5574923775003.221, 5574923775003.221]
[5526105269451.424, 5526105269451.424]
[5461136261185.27, 5461136261185.27]
[5355624703910.059, 5355624703910.059]
[5249054245105.915, 5249054245105.915]
[5228065270067.251, 5228065270067.251]
[4815587243678.314, 4815587243678.314]
[4789670147202.2295, 4789670147202.2295]
[4782386873544.213, 4782386873544.213]
[4575002723364.25, 4575002723364.25]
[4572559326070.973, 4572559326070.973]
[4489429741575.202, 4489429741575.202]
[4481408605026.781, 4481408605026.781]
[4411325380238.048, 4411325380238.048]
[4328594810008.6787, 4328594810008.6787]
[4201813505510.834, 4201813505510.834]
[4190267424210.2627, 4190267424210.2627]
[4093962548597.347, 4093962548597.347]
[4081697250749.39, 4081697250749.39]
[3835766023571.9385, 3835766023571.9385]
[3797392344398.615, 3797392344398.615]
[3797392344398.615, 3797392344398.615]
[3797392344398.615, 3797392344398.615]
[3797392344398.615, 3797392344398.615]
[3797392344398.615, 3797392344398.615]
[3797392344398.615, 3797392344398.615]
[3797392344398.615, 3797392344398.615]
[3797392344398.615, 3797392344398.615]
[3797392344398.615, 3797392344398.615]
[3797392344398.615, 3797392344398.615]
[3797392344398.615, 3797392344398.615]
[3797392344398.615, 3797392344398.615]
[3797392344398.615, 3797392344398.615]
[3797392344398.615, 3797392344398.615]
[3797392344398.615, 3797392344398.615]
[3797392344398.615, 3797392344398.615]
[3797392344398.615, 3797392344398.615]
[3797392344398.615, 3797392344398.615]
[3797392344398.615, 3797392344398.615]
[3797392344398.615, 3797392344398.615]
[3797392344398.615, 3797392344398.615]
[3797392344398.615, 3797392344398.615]
[3797392344398.615, 3797392344398.615]
[3797392344398.615, 3797392344398.615]
[3797392344398.615, 3797392344398.615]
[3797392344398.615, 3797392344398.615]
[3797392344398.615, 3797392344398.615]
[3797392344398.615, 3797392344398.615]
[3797392344398.615, 3797392344398.615]
[3797392344398.615, 3797392344398.615]
[3797392344398.615, 3797392344398.615]
[3797392344398.615, 3797392344398.615]
[3797392344398.615, 3797392344398.615]
[3797392344398.615, 3797392344398.615]
[3797392344398.615, 3797392344398.615]
[3797392344398.615, 3797392344398.615]
[3797392344398.615, 3797392344398.615]
[3797392344398.615, 3797392344398.615]
[3797392344398.615, 3797392344398.615]
[3797392344398.615, 3797392344398.615]
[3797392344398.615, 3797392344398.615]
[3797392344398.615, 3797392344398.615]
[3797392344398.615, 3797392344398.615]
[3797392344398.615, 3797392344398.615]
[3797392344398.615, 3797392344398.615]
[3797392344398.615, 3797392344398.615]
[3797392344398.615, 3797392344398.615]
