[1.82506221e+08]
[1.29664616e+08]
[7560859.66254348]
[1304732.26599035]
[1304732.26599035]
[984950.24600105]
[551041.40266977]
[545867.15371944]
[251843.23991255]
[251843.23991255]
[92687.11735652]
[92687.11735652]
[59340.20178743]
[59340.20178743]
[49640.48149181]
[39793.65687542]
[39793.65687542]
[21612.38436552]
[18379.94448213]
[5671.02747578]
[5671.02747578]
[5160.63298473]
[4770.81102001]
[4770.81102001]
[3667.45404861]
[3667.45404861]
[3667.45404861]
[3667.45404861]
[3481.67303334]
[1385.95814893]
[1385.95814893]
[1340.48862272]
[1299.18199335]
[1299.18199335]
[1222.20239908]
[1222.20239908]
[1086.58538195]
[1086.58538195]
[1086.58538195]
[1058.11474158]
[1041.33389984]
[928.7128709]
[928.7128709]
[919.8132627]
[919.8132627]
[851.93514903]
[851.93514903]
[637.18003337]
[637.18003337]
[637.18003337]
[621.35094965]
[604.33534499]
[604.33534499]
[604.33534499]
[555.08376165]
[511.08918785]
[501.76486584]
[495.86776743]
[475.72327194]
[474.27854755]
[474.27854755]
[409.88529366]
[408.77901955]
[408.77901955]
[408.77901955]
[408.77901955]
[406.47296636]
[394.55131622]
[394.55131622]
[394.55131622]
[389.84717159]
[389.84717159]
[389.84717159]
[389.84717159]
[389.84717159]
[389.84717159]
[389.84717159]
[389.84717159]
[389.84717159]
[389.84717159]
[386.86940592]
[386.86940592]
[381.03165952]
[381.03165952]
[381.03165952]
[381.03165952]
[381.03165952]
[381.03165952]
[376.99053449]
[376.99053449]
[376.99053449]
[376.99053449]
[376.99053449]
[376.99053449]
[373.7957632]
[373.7957632]
[372.86756212]
[372.86756212]
[372.86756212]
[372.86756212]
[372.86756212]
[365.05191967]
[365.05191967]
[365.05191967]
[365.05191967]
[365.05191967]
[364.96140411]
[364.96140411]
[362.97735069]
[362.97735069]
[362.97735069]
[362.97735069]
[362.97735069]
[362.97735069]
[362.97735069]
[362.97735069]
[362.97735069]
[362.97735069]
[362.97735069]
[362.97735069]
[362.72861009]
[362.72861009]
[362.53334015]
[362.53334015]
[362.4980643]
[362.4980643]
[362.4980643]
[362.4980643]
[362.4980643]
[362.4980643]
[362.4980643]
[360.62120891]
[360.62120891]
[360.34869456]
[360.34869456]
[360.34869456]
[360.34869456]
[360.34869456]
[360.21936585]
[360.21936585]
[360.21936585]
[359.97831946]
[359.97831946]
[359.97831946]
[359.97831946]
[359.15143666]
[359.15143666]
[359.15143666]
[359.15143666]
[358.85182241]
[358.85182241]
[358.58309507]
[358.58309507]
[358.41529027]
[358.41529027]
[358.41529027]
[358.41529027]
[358.41529027]
[358.41529027]
[358.30061785]
[358.30061785]
[358.24175328]
[358.24175328]
[358.24175328]
[358.15879583]
[358.02285123]
[358.02285123]
[358.00306679]
[358.00306679]
[357.95321502]
[357.95321502]
[357.90766268]
[357.87635885]
[357.87635885]
[357.83809915]
[357.83809915]
[357.83809915]
[357.83809915]
[357.80702087]
[357.78062578]
[357.75916667]
[357.75916667]
[357.75916667]
[357.75916667]
