[2.30738425e+10]
[1.55100752e+10]
[1.03993827e+10]
[1.03993827e+10]
[7.53819497e+09]
[7.05846658e+09]
[5.56255948e+09]
[4.7107099e+09]
[3.92859301e+09]
[3.92859301e+09]
[3.92859301e+09]
[2.9995564e+09]
[2.54811388e+09]
[2.31527193e+09]
[2.18927096e+09]
[2.11511257e+09]
[2.06906582e+09]
[2.02323157e+09]
[1.95257759e+09]
[1.77848401e+09]
[1.69923978e+09]
[1.65059922e+09]
[1.65059922e+09]
[1.58892181e+09]
[1.56062012e+09]
[1.47277477e+09]
[1.31858218e+09]
[1.30568402e+09]
[1.28473885e+09]
[1.25889437e+09]
[1.21716678e+09]
[1.17624863e+09]
[1.15198747e+09]
[1.12706433e+09]
[1.07355871e+09]
[1.05387784e+09]
[1.0316303e+09]
[1.0316303e+09]
[1.0316303e+09]
[1.02913908e+09]
[9.67932369e+08]
[7.28440165e+08]
[7.13080114e+08]
[6.89811322e+08]
[6.78350931e+08]
[6.78350931e+08]
[6.57612188e+08]
[6.55862577e+08]
[6.02846345e+08]
[5.48188709e+08]
[5.45290628e+08]
[5.45290628e+08]
[4.76711356e+08]
[4.54398409e+08]
[4.54398409e+08]
[4.44636205e+08]
[4.44636205e+08]
[4.44166417e+08]
[4.32563594e+08]
[4.1251348e+08]
[4.04067036e+08]
[3.73890039e+08]
[3.57496975e+08]
[3.39236012e+08]
[3.21958364e+08]
[3.01944475e+08]
[2.90624369e+08]
[2.71491339e+08]
[2.666752e+08]
[2.62500621e+08]
[2.55760304e+08]
[2.41257571e+08]
[2.02179883e+08]
[2.00828896e+08]
[1.90509261e+08]
[1.82867249e+08]
[1.72219799e+08]
[1.61116274e+08]
[1.57149139e+08]
[1.47582742e+08]
[1.39630246e+08]
[1.31417384e+08]
[1.15097978e+08]
[1.01438111e+08]
[93035655.80414416]
[86045788.28598596]
[80693327.49677168]
[73236185.54890688]
[72236431.2527438]
[71110226.47255845]
[70529494.01817301]
[68025433.98104014]
[66817554.0301552]
[66817554.0301552]
[66457309.53243697]
[64973049.40179464]
[62124673.55734126]
[61231688.02259838]
[60655417.17709851]
[51149871.46076497]
[50551384.11092543]
[49222548.80465219]
[48008465.9993163]
[47540858.72430687]
[46839189.55442263]
[44914197.04972184]
[43546343.61187065]
[42634801.89755136]
[40970883.23878158]
[40512670.33216769]
[39512012.17319261]
[37898626.41038946]
[36835149.1827624]
[35119199.76053718]
[32479374.70113003]
[30879250.38789702]
[29477508.18364591]
[28747145.9641934]
[27354517.53198583]
[26118271.37490243]
[25710239.95397943]
[25129372.14937643]
[24913634.99566526]
