[2.02424601e+09]
[8.63851392e+08]
[5.25496559e+08]
[2.98608097e+08]
[2.7998656e+08]
[1.68948505e+08]
[92061455.68346883]
[62624821.16925042]
[47427390.77520206]
[42087262.51434107]
[29196115.04428128]
[20538271.02455237]
[16905148.05173746]
[16598641.50760104]
[14108473.42878395]
[13552708.77059622]
[9781672.73109354]
[8451893.70576782]
[8250324.13026161]
[8250324.13026161]
[7392262.20274772]
[7392262.20274772]
[7261128.09528314]
[7209397.00433147]
[7028441.83250686]
[6930074.81139507]
[6841622.71561891]
[6199911.91506745]
[6199911.91506745]
[5833824.79714698]
[5828872.88757569]
[5828872.88757569]
[5630266.18698129]
[5630266.18698129]
[5510397.94489757]
[5325046.06509336]
[5164266.42686022]
[5034794.66448214]
[4981318.17954503]
[4890566.81481156]
[4890212.3223982]
[4769575.03534171]
[4745662.13271882]
[4616844.75657482]
[4606662.09467103]
[4540254.46836696]
[4436762.67530594]
[4371457.74312006]
[4359589.23215479]
[4343930.68499552]
[4330246.32127637]
[4292990.16014665]
[4290835.0242634]
[4290835.0242634]
[4173465.43914306]
[4090216.99999402]
[3980776.45332426]
[3951040.91279151]
[3925238.75272582]
[3819177.93222254]
[3588424.1014099]
[3419653.99899183]
[3187588.35047784]
[3111102.99681289]
[2851044.01138039]
[2774364.66969197]
[2695438.07645793]
[2645945.64923178]
[2312085.89954339]
[2064897.16039716]
[1928321.85836775]
[1659310.27201]
[1485306.95178884]
[1404143.78330521]
[1389563.26580092]
[1292919.24771602]
[1165422.46527478]
[1136598.11127788]
[959977.49429353]
[939231.2959457]
[684602.91777279]
[555912.49234544]
[369113.51942412]
[211260.57931427]
[203589.4080075]
[187137.34167091]
[145347.60776864]
[123243.20442475]
[99245.62811867]
[77686.28992603]
[68507.46493835]
[49492.29272908]
[37078.14470122]
[27914.46781524]
[26843.37486796]
[21686.02568496]
[19045.46378704]
[17575.50923237]
[16611.93819504]
[15370.17896885]
[14332.01284857]
[13464.99700287]
[11924.33618596]
[10683.78376695]
[9692.69917321]
[9344.47121346]
[8822.68221892]
[8822.68221892]
[8341.49039048]
[8003.53154925]
[7783.83419192]
[7174.40197252]
[6817.425318]
[6637.24042578]
[6459.82128309]
[6333.54412023]
[5866.65197482]
[5650.32072052]
[5382.71477103]
[4999.99307775]
[4859.57191901]
[4794.46407345]
[4757.83933746]
[4422.64621854]
[4279.57249469]
[4131.05237931]
[4068.44127675]
[3947.62496816]
[3854.24388053]
[3729.45910069]
[3698.71307045]
[3689.29691173]
[3671.2654002]
[3639.84794919]
[3617.24255139]
[3586.38531566]
[3548.01803362]
[3536.97188495]
[3535.61743192]
[3528.11401728]
[3519.15279445]
[3498.20088449]
[3492.5108049]
[3478.4958295]
[3447.58815322]
[3420.72887633]
[3404.33686033]
[3397.71352821]
[3394.4181148]
[3381.37702673]
[3370.87475851]
[3359.66465084]
[3349.08242789]
[3340.81570219]
[3335.57964588]
[3331.95111477]
[3327.72345938]
[3324.75601672]
[3324.7010772]
[3324.2882186]
[3316.49538838]
[3310.95492176]
[3303.1106538]
[3291.14576125]
[3286.21138051]
[3280.83953707]
[3278.05397134]
[3276.09705864]
[3273.24731594]
[3269.10309081]
[3268.23105753]
[3267.62608227]
[3266.62549518]
[3265.93164917]
[3263.62035671]
[3263.62035671]
[3263.03058453]
[3262.67741661]
[3262.28235482]
[3262.26274435]
[3261.60374185]
[3261.43171595]
[3261.3920714]
[3261.2803046]
[3260.92048578]
[3260.77881184]
[3260.56101602]
[3260.22743905]
[3259.83847848]
[3259.30847694]
[3258.727896]
[3257.97924013]
[3256.875961]
[3256.04018505]
[3255.0143825]
[3252.73797782]
[3250.71196636]
[3249.81552118]
[3248.19961507]
[3246.87156951]
[3244.11339632]
[3242.22530092]
[3241.59309972]
[3241.37214731]
[3241.10952382]
[3241.07597104]
[3240.79931446]
[3240.51138758]
[3240.4777111]
[3240.32696832]
[3240.1963179]
[3240.07124449]
[3239.86544939]
[3239.80766623]
[3239.70320752]
[3239.70320752]
[3239.65610188]
[3239.61559642]
[3239.57369105]
[3239.5406819]
[3239.49451364]
[3239.47130921]
[3239.44761742]
[3239.42188607]
[3239.40384717]
[3239.38493603]
[3239.38130276]
[3239.37026384]
[3239.35929986]
[3239.34668336]
[3239.33499332]
[3239.3119287]
[3239.2935697]
[3239.26341269]
[3239.23821414]
[3239.19749646]
[3239.19129066]
[3239.17058591]
[3239.15736654]
[3239.14900555]
[3239.14292056]
[3239.13452433]
[3239.12490662]
[3239.11327323]
[3239.10354896]
[3239.093828]
[3239.08762414]
[3239.08185078]
[3239.07988272]
[3239.0788597]
[3239.07624752]
[3239.07370681]
[3239.07043725]
[3239.06682954]
[3239.06138925]
[3239.05788098]
[3239.05313769]
[3239.04993074]
[3239.04534802]
[3239.0410938]
[3239.03612323]
[3239.03152466]
[3239.0271567]
[3239.02244441]
[3239.01717872]
[3239.01317064]
[3239.00956441]
[3239.0060799]
[3239.00271199]
[3238.99730645]
[3238.9921083]
[3238.98636624]
[3238.98233859]
[3238.97897401]
[3238.97582714]
[3238.97332204]
[3238.97097021]
[3238.97024754]
[3238.9694454]
[3238.96841707]
[3238.9670757]
[3238.96558474]
[3238.96383471]
[3238.96227621]
[3238.96087478]
[3238.95955168]
[3238.95812229]
[3238.95661793]
[3238.95546265]
[3238.95426598]
[3238.95356484]
[3238.95323665]
[3238.95314369]
[3238.95314369]
[3238.95306363]
[3238.95301617]
[3238.95295842]
[3238.95292625]
[3238.95284791]
[3238.95276621]
[3238.95267225]
[3238.95258601]
[3238.95248899]
[3238.95238335]
[3238.95227383]
[3238.95214546]
[3238.95201679]
[3238.95190682]
[3238.9517774]
[3238.95162604]
[3238.95149096]
[3238.95135996]
[3238.9512259]
[3238.95108418]
[3238.95089217]
[3238.95074435]
[3238.9506077]
[3238.95044568]
[3238.95031658]
[3238.95021804]
[3238.95013396]
[3238.95010674]
[3238.95009099]
[3238.9500726]
[3238.95004486]
[3238.9500294]
[3238.95000431]
[3238.94997889]
[3238.94995117]
[3238.94991642]
[3238.94988441]
[3238.94985337]
[3238.94982019]
[3238.94978079]
[3238.94972539]
[3238.94966646]
[3238.94961601]
[3238.94953606]
[3238.94947794]
[3238.94939298]
[3238.94932023]
[3238.94924577]
[3238.94915987]
[3238.94909222]
[3238.94903883]
[3238.94898043]
[3238.94894074]
[3238.94891668]
[3238.94889755]
[3238.94887182]
[3238.94885476]
