[3150.40532082]
[2859.26727204]
[2793.55300026]
[2719.7309164]
[2700.08381895]
[2684.11223178]
[2684.11223178]
[2684.11223178]
[2679.9590437]
[2679.9590437]
[2677.84012921]
[2677.84012921]
[2677.84012921]
[2666.60852651]
[2666.60852651]
[2663.8501049]
[2655.00315189]
[2655.00315189]
[2654.24814273]
[2649.50989294]
[2648.40921375]
[2645.89775186]
[2644.03298403]
[2643.3337883]
[2642.44774386]
[2638.83484951]
[2635.25730096]
[2633.58281643]
[2631.77209918]
[2629.76324405]
[2629.0268794]
[2626.50837652]
[2625.80990614]
[2625.80990614]
[2624.53917741]
[2624.53917741]
[2623.7612274]
[2623.7361939]
[2620.94882862]
[2619.85368592]
[2615.37093656]
[2608.93293676]
[2608.93293676]
[2607.88897659]
[2606.39536758]
[2604.08666155]
[2604.08666155]
[2603.23667379]
[2602.73793421]
[2602.57101712]
[2602.52737858]
[2602.52737858]
[2602.09768869]
[2601.63021248]
[2600.55024442]
[2600.33824583]
[2600.08913791]
[2600.04179601]
[2600.0108528]
[2599.85799629]
[2599.40330725]
[2599.24236516]
[2599.04080272]
[2598.96828957]
[2598.96134809]
[2598.9236116]
[2597.94376358]
[2597.94376358]
[2597.27822807]
[2597.05113465]
[2596.75628239]
[2596.67033568]
[2596.46018278]
[2596.3877331]
[2596.3375305]
[2596.21934995]
[2596.05633107]
[2596.02486729]
[2595.91186636]
[2595.9045463]
[2595.76732081]
[2595.57024813]
[2595.57024813]
[2595.46748804]
[2595.34655918]
[2595.08348596]
[2594.79246511]
[2594.54422234]
[2594.38238368]
[2594.18201553]
[2593.0602395]
[2592.5444601]
[2591.57910635]
[2590.47420506]
[2589.29301306]
[2587.38818326]
[2585.77530528]
[2583.76679417]
[2581.68520583]
[2578.68357977]
[2575.35279274]
[2574.37813799]
[2571.58299829]
[2570.7929474]
[2569.65852851]
[2568.26710396]
[2566.21864226]
[2565.88022554]
[2565.5184612]
[2565.38878458]
[2565.33238476]
[2565.1717716]
[2564.97040247]
[2564.97040247]
[2564.94252104]
[2564.87441408]
[2564.7772494]
[2564.40858029]
[2564.03368721]
[2563.92266073]
[2563.76484139]
[2563.24046853]
[2562.77299849]
[2562.54413357]
[2562.31045755]
[2562.0853258]
[2561.51271863]
[2561.20517993]
[2561.04019055]
[2560.83513352]
[2560.57279217]
[2560.31535384]
[2560.09382297]
[2559.8235585]
[2559.33533102]
[2558.98778138]
[2558.30911178]
[2557.94468288]
[2557.41187228]
[2557.19587326]
[2556.57033018]
[2555.80919947]
[2555.25375113]
[2555.04733115]
[2554.80450866]
[2554.1202339]
[2553.6403684]
[2553.09427507]
[2552.62183601]
[2552.25270447]
[2551.63740243]
[2551.00978797]
[2550.52285812]
[2550.04962942]
[2549.71443084]
[2549.5650838]
[2549.42888496]
[2549.22597174]
[2549.04523599]
[2548.83387143]
[2548.52755622]
[2548.43415328]
[2548.10134101]
[2547.96087108]
[2547.80082301]
[2547.56852485]
[2547.37930218]
[2547.30787876]
[2547.22102185]
[2547.17785571]
[2547.12650911]
[2547.06276311]
[2546.99861077]
[2546.96549015]
[2546.89635709]
[2546.87598315]
[2546.76880515]
[2546.69161365]
