[1311.5828626082578, 1311.5828626082578]
[1311.5828626082578, 1311.5828626082578]
[1311.5828626082578, 1311.5828626082578]
[1311.5828626082578, 1311.5828626082578]
[1311.5828626082578, 1311.5828626082578]
[1311.5828626082578, 1311.5828626082578]
[1311.5828626082578, 1311.5828626082578]
[1311.5828626082578, 1311.5828626082578]
[1311.5828626082578, 1311.5828626082578]
[1311.5828626082578, 1311.5828626082578]
[1307.9914959003654, 1307.9914959003654]
[1288.8342635497695, 1288.8342635497695]
[1288.8342635497695, 1288.8342635497695]
[1265.393751652648, 1265.393751652648]
[1216.7203297201959, 1216.7203297201959]
[1182.7933456729452, 1182.7933456729452]
[1182.7933456729452, 1182.7933456729452]
[1182.7933456729452, 1182.7933456729452]
[1182.7933456729452, 1182.7933456729452]
[1182.7933456729452, 1182.7933456729452]
[1182.7933456729452, 1182.7933456729452]
[1182.7933456729452, 1182.7933456729452]
[1182.7933456729452, 1182.7933456729452]
[1182.7933456729452, 1182.7933456729452]
[1182.7933456729452, 1182.7933456729452]
[1179.6052293415387, 1179.6052293415387]
[1179.6052293415387, 1179.6052293415387]
[1179.6052293415387, 1179.6052293415387]
[1179.6052293415387, 1179.6052293415387]
[1146.078372676642, 1146.078372676642]
[1137.6755500627442, 1137.6755500627442]
[1129.8281673703905, 1129.8281673703905]
[1127.0296865364367, 1127.0296865364367]
[1126.614157117969, 1126.614157117969]
[1120.7404846483373, 1120.7404846483373]
[1119.6163508551963, 1119.6163508551963]
[1116.168760044014, 1116.168760044014]
[1116.1559884466894, 1116.1559884466894]
[1115.0019460173064, 1115.0019460173064]
[1114.7322128021347, 1114.7322128021347]
[1114.242055289339, 1114.242055289339]
[1113.0828490952229, 1113.0828490952229]
[1112.6320192471003, 1112.6320192471003]
[1112.6123079880874, 1112.6123079880874]
[1108.1216156257135, 1108.1216156257135]
[1105.7179557744555, 1105.7179557744555]
[1105.2181137586717, 1105.2181137586717]
[1103.0722217261944, 1103.0722217261944]
[1100.0905323756726, 1100.0905323756726]
[1098.8829135411565, 1098.8829135411565]
[1097.7694282329849, 1097.7694282329849]
[1097.7694282329849, 1097.7694282329849]
[1096.1461505798734, 1096.1461505798734]
[1095.439696957412, 1095.439696957412]
[1093.323713946374, 1093.323713946374]
[1092.438894127599, 1092.438894127599]
[1092.1578550398065, 1092.1578550398065]
[1092.1578550398065, 1092.1578550398065]
[1090.7106854605993, 1090.7106854605993]
[1090.7106854605993, 1090.7106854605993]
[1089.9878130816155, 1089.9878130816155]
[1089.918206879427, 1089.918206879427]
[1089.8656167379288, 1089.8656167379288]
[1089.82381597373, 1089.82381597373]
[1087.5164769329456, 1087.5164769329456]
[1087.5164769329456, 1087.5164769329456]
[1087.4699117540627, 1087.4699117540627]
[1084.676969978023, 1084.676969978023]
[1083.7014419785141, 1083.7014419785141]
[1083.677027470573, 1083.677027470573]
[1079.0530597271081, 1079.0530597271081]
[1076.9772347928206, 1076.9772347928206]
[1076.9772347928206, 1076.9772347928206]
[1076.9772347928206, 1076.9772347928206]
[1076.7963654013404, 1076.7963654013404]
[1074.0803207053991, 1074.0803207053991]
[1074.0803207053991, 1074.0803207053991]
[1074.0803207053991, 1074.0803207053991]
[1074.0803207053991, 1074.0803207053991]
[1074.0803207053991, 1074.0803207053991]
[1073.0705661405627, 1073.0705661405627]
[1072.8270070019114, 1072.8270070019114]
[1070.4842467666326, 1070.4842467666326]
[1070.4372648048118, 1070.4372648048118]
[1070.4372648048118, 1070.4372648048118]
[1070.4372648048118, 1070.4372648048118]
