[403.47886515]
[450.95587038]
[399.03172665]
[421.08974205]
[322.85006016]
[342.51778345]
[335.13380994]
[499.48956169]
[450.03348509]
[525.27415104]
[327.60015838]
[371.34915399]
[401.1391061]
[461.68841699]
[484.47519072]
